,0,1
1198,classical,"{'word': 'classical', 'count': 1, 'pages': set(), 'contexts': ['were all uniformly classical you could not '], 'chapters': set()}"
1199,chair,"{'word': 'chair', 'count': 20, 'pages': {320, 161, 68, 319, 155, 236, 112, 306, 307, 116, 309, 313, 91, 28, 29, 63}, 'contexts': ['sat on a chair and held my ', 'back of the chair you were liable ', 'now in the chair and an orderly ', 'orderly brought a chair and he sat ', 'down in the chair that had been ', 'sat in a chair by the bed ', 'we had a chair how would i ', 'get into the chair wed do it ', 'up on another chair and watched the ', 'a deep leather-cushioned chair in front of ', 'sitting on a chair near the door ', 'brought the other chair over from the ', 'back in his chair hes been under ', 'sat on a chair by the bed ', 'sat on a chair in the hallway ', 'sat on the chair and looked at ', 'bag on a chair and her dressing-gown ', 'sat in a chair there and looked ', 'sat in a chair at the foot ', 'down on the chair in front of '], 'chapters': {32, 6, 40, 41, 10, 11, 14, 18, 23, 24}}"
1200,wear,"{'word': 'wear', 'count': 13, 'pages': {96, 38, 296, 43, 44, 238, 306, 147, 28, 29}, 'contexts': ['were supposed to wear steel helmets even ', 'were required to wear an automatic pistol ', 'we would not wear any clothes because ', 'pocket you dont wear him no its ', 'its better to wear him thats what ', 'so i can wear a hook on ', 'it second-hand to wear in the town ', 'havent anything to wear i havent even ', 'i could not wear sims hat but ', 'i said they wear them because they ', 'i think they wear them to show ', 'for you to wear i have a ', 'for you to wear this night-gown the '], 'chapters': {33, 6, 7, 8, 38, 40, 15, 23}}"
1201,helmets,"{'word': 'helmets', 'count': 11, 'pages': {208, 33, 28}, 'contexts': ['to wear steel helmets even in gorizia ', 'wore their steel helmets but most of ', 'most of the helmets were too big ', 'officers all wore helmets better-fitting helmets it ', 'wore helmets better-fitting helmets it was half ', 'all wore german helmets then the car ', 'could see german helmets moving they were ', 'and healthy-looking their helmets came iow down ', 'their belts their helmets and their gray ', 'they wore steel helmets only two of ', 'us had steel helmets some of the '], 'chapters': {29, 6, 7}}"
1202,uncomfortable,"{'word': 'uncomfortable', 'count': 5, 'pages': {313, 28}, 'contexts': ['but they were uncomfortable and too bloody ', 'if its too uncomfortable darling lie on ', 'makes you so uncomfortable try and go ', 'him still looking uncomfortable watching the other ', 'was not awfully uncomfortable until toward the '], 'chapters': {41, 6}}"
1203,bloody,"{'word': 'bloody', 'count': 9, 'pages': {98, 36, 229, 75, 236, 208, 273, 58, 28}, 'contexts': ['uncomfortable and too bloody theatrical in a ', 'dust on the bloody patch and dust ', 'dont be a bloody hero then in ', 'cant trust the bloody english the japanese ', 'isnt this a bloody war how does ', 'angry the whole bloody thing is crazy ', 'i wished this bloody train would get ', 'away from the bloody front i think ', 'out of that bloody place i do '], 'chapters': {32, 37, 6, 7, 9, 12, 15, 29, 31}}"
1204,theatrical,"{'word': 'theatrical', 'count': 1, 'pages': {28}, 'contexts': ['and too bloody theatrical in a town '], 'chapters': {6}}"
1205,civilian,"{'word': 'civilian', 'count': 6, 'pages': {237, 238, 240, 28, 253}, 'contexts': ['town where the civilian inhabitants had not ', 'an outfit of civilian clothes ive clothes ', 'the cab in civilian clothes i felt ', 'scornful of a civilian my age i ', 'at myself in civilian clothes in the ', 'myself in the civilian clothes i must '], 'chapters': {33, 35, 6}}"
1206,inhabitants,"{'word': 'inhabitants', 'count': 2, 'pages': {28, 278}, 'contexts': ['where the civilian inhabitants had not been ', 'find all the inhabitants extremely courteous and '], 'chapters': {37, 6}}"
1207,evacuated,"{'word': 'evacuated', 'count': 2, 'pages': set(), 'contexts': ['had not been evacuated i wore one ', 'all the wounded evacuated they are not '], 'chapters': set()}"
1208,also,"{'word': 'also', 'count': 11, 'pages': {129, 106, 75, 142, 238, 182, 221, 29}, 'contexts': ['a real mask also we were required ', 'have this war also they make money ', 'the garden he also ran errands for ', 'a nice boy also thin from new ', 'these italians were also very mannered and ', 'said i have also drunk it myself ', 'seen self-inflicted wounds also i asked you ', 'not very mobile also people always over-shoot ', 'but he was also a fine boy ', 'troops they were also dealing summarily with ', 'stresa i had also bought a new '], 'chapters': {33, 6, 12, 16, 20, 22, 27, 30}}"
1209,required,"{'word': 'required', 'count': 1, 'pages': {29}, 'contexts': ['also we were required to wear an '], 'chapters': {6}}"
1210,automatic,"{'word': 'automatic', 'count': 1, 'pages': {29}, 'contexts': ['to wear an automatic pistol even doctors '], 'chapters': {6}}"
1211,pistol,"{'word': 'pistol', 'count': 18, 'pages': {201, 225, 148, 29}, 'contexts': ['wear an automatic pistol even doctors and ', 'of carrying a pistol at all came ', 'of gun a pistol we went in ', 'cartridges and the pistol filled the magazine ', 'place put the pistol in my empty ', 'my belt the pistol felt heavy on ', 'have a regulation pistol you could always ', 'its a good pistol catherine said was ', 'believe so the pistol has a lanyard ', 'holster took the pistol aimed at the ', 'the field the pistol clicked empty and ', 'handed him the pistol and he walked ', 'over put the pistol against the mans ', 'the trigger the pistol did not fire ', 'handed me the pistol the son of ', 'hit with a pistol the dirty scum ', 'to loosen my pistol dont you know ', 'had taken my pistol at the road '], 'chapters': {28, 30, 6, 23}}"
1212,doctors,"{'word': 'doctors', 'count': 17, 'pages': {228, 74, 75, 46, 82, 93, 95, 56, 317, 92, 29, 94, 63}, 'contexts': ['automatic pistol even doctors and sanitary officers ', 'there were three doctors that i knew ', 'one side the doctors were working with ', 'one of the doctors brought in rinaldi ', 'and puttees of doctors and men nurses ', 'rifle cartridge the doctors were very nice ', 'anything without the doctors orders she commenced ', 'there any other doctors hes the doctor ', 'came in the doctors coming she said ', 'a time the doctors fragile delicacy was ', 'came back three doctors came into the ', 'have noticed that doctors who fail in ', 'were three such doctors this is the ', 'over the house doctors shoulder please move ', 'hurt you these doctors what have they ', 'knee was mine doctors did things to ', 'one of the doctors put a mask '], 'chapters': {6, 9, 10, 41, 12, 13, 14, 15, 31}}"
1213,sanitary,"{'word': 'sanitary', 'count': 1, 'pages': {29}, 'contexts': ['even doctors and sanitary officers i felt '], 'chapters': {6}}"
1214,liable,"{'word': 'liable', 'count': 2, 'pages': {29, 246}, 'contexts': ['chair you were liable to arrest if ', 'mestre darling youre liable to be arrested '], 'chapters': {34, 6}}"
1215,arrest,"{'word': 'arrest', 'count': 12, 'pages': {259, 260, 261, 273, 245, 246, 247, 29}, 'contexts': ['were liable to arrest if you did ', 'but wont they arrest you if they ', 'they came to arrest you shoot them ', 'where they cant arrest you and then ', 'are going to arrest you in the ', 'they going to arrest me for something ', 'this retreat they arrest everybody i thought ', 'they come to arrest me in the ', 'to fear an arrest is nothing but ', 'might come to arrest you early in ', 'are going to arrest me in the ', 'soon they will arrest us never mind '], 'chapters': {34, 35, 37, 6}}"
1216,worn,"{'word': 'worn', 'count': 4, 'pages': {29, 310}, 'contexts': ['not have one worn in plain sight ', 'the carpet was worn there were many ', 'the stairs was worn i had paid ', 'very tired and worn now but she '], 'chapters': {40, 6}}"
1217,holster,"{'word': 'holster', 'count': 8, 'pages': {225, 147, 148, 29}, 'contexts': ['rinaldi carried a holster stuffed with toilet ', 'with the emply holster on the counter ', 'said opening the holster it was a ', 'a gray leather holster and i had ', 'in my empty holster filled the extra ', 'slots on the holster and then buckled ', 'opened up my holster took the pistol ', 'i put the holster under my coat '], 'chapters': {30, 6, 23}}"
1218,stuffed,"{'word': 'stuffed', 'count': 1, 'pages': {29}, 'contexts': ['carried a holster stuffed with toilet paper '], 'chapters': {6}}"
1219,toilet,"{'word': 'toilet', 'count': 1, 'pages': {29}, 'contexts': ['holster stuffed with toilet paper i wore '], 'chapters': {6}}"
1220,paper,"{'word': 'paper', 'count': 27, 'pages': {161, 322, 164, 134, 135, 238, 304, 113, 117, 245, 62, 313, 126}, 'contexts': ['stuffed with toilet paper i wore a ', 'it in the paper went to the ', 'up from the paper what inflicted the ', 'orderly had cut paper into strips and ', 'smooth as emery paper and very hard ', 'i put the paper back on the ', 'in the racing paper crowells head was ', 'read the racing paper constantly and kept ', 'them on white paper and handed them ', 'at the black paper then separated the ', 'cognac finished the paper put my letters ', 'pocket left the paper on the table ', 'typed sheets of paper on the wall ', 'were wrapped in paper in a cardboard ', 'a pad of paper abandoned his troops ', 'the pad of paper and they were ', 'i had the paper but i did ', 'you want the paper you always wanted ', 'always wanted the paper in the hospital ', 'dont want the paper now was it ', 'and read the paper and drink a ', 'i had the paper in my coat ', 'reading the evening paper i sat down ', 'but read the paper of the man ', 'back of his paper he folded it ', 'waiter for a paper but i could ', 'case folded his paper and put it '], 'chapters': {33, 34, 39, 41, 10, 18, 19, 21, 24, 25}}"
1221,gunman,"{'word': 'gunman', 'count': 1, 'pages': {29}, 'contexts': ['felt like a gunman until i practised '], 'chapters': {6}}"
1222,practised,"{'word': 'practised', 'count': 2, 'pages': {29}, 'contexts': ['gunman until i practised firing it it ', 'hitting anything i practised with it holding '], 'chapters': {6}}"
1223,astra,"{'word': 'astra', 'count': 1, 'pages': {29}, 'contexts': ['it was an astra 7.65 caliber with '], 'chapters': {6}}"
1224,7.65,"{'word': '7.65', 'count': 1, 'pages': {29}, 'contexts': ['was an astra 7.65 caliber with a '], 'chapters': {6}}"
1225,caliber,"{'word': 'caliber', 'count': 1, 'pages': {29}, 'contexts': ['an astra 7.65 caliber with a short '], 'chapters': {6}}"
1226,jumped,"{'word': 'jumped', 'count': 3, 'pages': {226, 155, 29}, 'contexts': ['barrel and it jumped so sharply when ', 'the door he jumped up and bowed ', 'almost passed then jumped and caught the '], 'chapters': {31, 6, 23}}"
1227,sharply,"{'word': 'sharply', 'count': 4, 'pages': {296, 59, 29}, 'contexts': ['it jumped so sharply when you let ', 'things that hurt sharply and severing tissue ', 'the water deepened sharply and you saw ', 'cold air came sharply into your lungs '], 'chapters': {38, 9, 6}}"
1228,question,"{'word': 'question', 'count': 9, 'pages': {277, 29, 95}, 'contexts': ['there was no question of hitting anything ', 'it is a question of time three ', 'it is a question of time i ', 'ignored the actual question she had to ', 'that wasnt the question i have seen ', 'asked me some question dont talk about ', 'at montreux i question that the other ', 'official said i question that statement i ', 'that statement i question that statement i '], 'chapters': {37, 6, 15}}"
1229,hitting,"{'word': 'hitting', 'count': 1, 'pages': {29}, 'contexts': ['no question of hitting anything i practised '], 'chapters': {6}}"
1230,holding,"{'word': 'holding', 'count': 28, 'pages': {260, 267, 268, 269, 275, 29, 158, 166, 307, 53, 54, 55, 322, 81, 82, 86, 218, 93, 223, 96, 224, 226, 250, 253}, 'contexts': ['practised with it holding below the target ', 'was after him holding the cheese its ', 'were all eating holding their chins close ', 'feriti i shouted holding my hands cupped ', 'stopped the man holding the feet opened ', 'beside the bed holding their caps give ', 'my stomach from holding the bottle there ', 'was arranged by holding up the shoulders ', 'he came in holding his cap and ', 'corridor others stood holding on to the ', 'dark outside now holding the glass of ', 'rinaldi he was holding his glass and ', 'and came out holding the man by ', 'on the wood holding as easily as ', 'now i tried holding with one arm ', 'the eddy and holding with one hand ', 'around some brush holding tight with my ', 'me i was holding to the hand-rods ', 'shore the barman holding the line in ', 'brushing her hair holding her head so ', 'his coat wet holding his wet hat ', 'i had been holding a wind-filled pulling ', 'looked so funny holding that thing i ', 'and very affectionate holding the umbrella by ', 'then resting and holding the oars so ', 'the custom house holding our passports i ', 'the woman was holding her wrist and ', 'and now sat holding his liqueur glass '], 'chapters': {34, 35, 36, 37, 6, 40, 9, 41, 13, 14, 15, 24, 25, 30, 31}}"
1231,target,"{'word': 'target', 'count': 1, 'pages': {29}, 'contexts': ['holding below the target and trying to '], 'chapters': {6}}"
1232,trying,"{'word': 'trying', 'count': 11, 'pages': {165, 218, 204, 237, 311, 87, 90, 59, 29}, 'contexts': ['the target and trying to master the ', 'what were you trying to do commit ', 'you sure me trying to lie still ', 'back to sleep trying to stay outside ', 'in he was trying to keep from ', 'me of you trying to brush away ', 'think of you trying to clean your ', 'the sun was trying to come through ', 'they were all trying to get across ', 'if i wasnt trying to sing id ', 'the sun was trying to come through '], 'chapters': {33, 6, 40, 9, 13, 14, 25, 29, 30}}"
1233,master,"{'word': 'master', 'count': 1, 'pages': {29}, 'contexts': ['and trying to master the jerk of '], 'chapters': {6}}"
1234,jerk,"{'word': 'jerk', 'count': 2, 'pages': {29, 78}, 'contexts': ['to master the jerk of the ridiculous ', 'train gave a jerk and started book '], 'chapters': {12, 6}}"
1235,ridiculous,"{'word': 'ridiculous', 'count': 1, 'pages': {29}, 'contexts': ['jerk of the ridiculous short barrel until '], 'chapters': {6}}"
1236,within,"{'word': 'within', 'count': 1, 'pages': {29}, 'contexts': ['i could hit within a yard of '], 'chapters': {6}}"
1237,aimed,"{'word': 'aimed', 'count': 2, 'pages': {201, 29}, 'contexts': ['of where i aimed at twenty paces ', 'took the pistol aimed at the one '], 'chapters': {28, 6}}"
1238,twenty,"{'word': 'twenty', 'count': 5, 'pages': {130, 268, 29, 54}, 'contexts': ['i aimed at twenty paces and then ', 'earth four hundred twenty or minnenwerfer gavuzzi ', 'lire to make twenty he said twelve ', 'my wife lost twenty lire ill go ', 'you looked about twenty feet broad and '], 'chapters': {9, 20, 6, 36}}"
1239,paces,"{'word': 'paces', 'count': 1, 'pages': {29}, 'contexts': ['aimed at twenty paces and then the '], 'chapters': {6}}"
1240,ridiculousness,"{'word': 'ridiculousness', 'count': 1, 'pages': {29}, 'contexts': ['and then the ridiculousness of carrying a '], 'chapters': {6}}"
1241,soon,"{'word': 'soon', 'count': 28, 'pages': {133, 265, 270, 273, 29, 158, 287, 34, 170, 44, 47, 48, 304, 57, 314, 187, 322, 218, 117}, 'contexts': ['me and i soon forgot it and ', 'i said as soon as i get ', 'the bridge and soon we saw the ', 'they said as soon as it was ', 'get them as soon as the food ', 'went away as soon as i got ', 'take me as soon as possible he ', 'see you again soon his breath went ', 'bed get well soon he was gone ', 'the front pretty soon we wont think ', 'the hospital as soon as the afternoon ', 'the front pretty soon well ill see ', 'cooked already id soon see they were ', 'still raining and soon the windows were ', 'have the snow soon what about your ', 'i came as soon as i heard ', 'will be over soon i dont know ', 'cars around as soon as theyre ready ', 'well know pretty soon i said i ', 'get across as soon as they could ', 'hoped we would soon come opposite pallanza ', 'catch crabs and soon i was just ', 'i suppose pretty soon they will arrest ', 'marry you as soon as im thin ', 'the beard as soon as i started ', 'have something pretty soon he said you ', 'safer operate as soon as you can ', 'it was too soon to go back '], 'chapters': {36, 37, 6, 7, 8, 9, 39, 41, 19, 21, 24, 25, 27, 30}}"
1242,forgot,"{'word': 'forgot', 'count': 3, 'pages': {249, 44, 29}, 'contexts': ['and i soon forgot it and carried ', 'drove then i forgot about him after ', 'was here i forgot it who else '], 'chapters': {8, 34, 6}}"
1243,flopping,"{'word': 'flopping', 'count': 1, 'pages': {29}, 'contexts': ['and carried it flopping against the small '], 'chapters': {6}}"
1244,vague,"{'word': 'vague', 'count': 3, 'pages': {280, 29, 214}, 'contexts': ['all except a vague sort of shame ', 'down i was vague in the head ', 'very tired and vague in the head '], 'chapters': {37, 6, 30}}"
1245,shame,"{'word': 'shame', 'count': 5, 'pages': {242, 29}, 'contexts': ['vague sort of shame when i met ', 'you have no shame and no honor ', 'you had any shame it would be ', 'back youve no shame and no feelings ', 'its such a shame he was such '], 'chapters': {33, 6}}"
1246,english-speaking,"{'word': 'english-speaking', 'count': 1, 'pages': {29}, 'contexts': ['when i met english-speaking people i sat '], 'chapters': {6}}"
1247,orderly,"{'word': 'orderly', 'count': 25, 'pages': {64, 68, 69, 169, 42, 170, 171, 172, 174, 52, 29, 62, 63}, 'contexts': ['chair and an orderly of some sort ', 'i said the orderly was listening behind ', 'the garden the orderly looking after us ', 'they sent an orderly to see and ', 'spoke to an orderly who went out ', 'grudgingly to the orderly who ducked back ', 'the room my orderly had cut paper ', 'i waked the orderly and he poured ', 'in them my orderly had finished pouring ', 'of cognac the orderly brought a chair ', 'have a drink orderly go get a ', 'signor tenente the orderly said open the ', 'early supper the orderly came down between ', 'more then the orderly brought the glasses ', 'room and the orderly who had sat ', 'make you my orderly mac youre a ', 'back from his orderly maybe you have ', 'could hear the orderly calling soup soup ', 'he asked the orderly put the soup ', 'priest said the orderly brought him soup ', 'his head the orderly took away the ', 'industrial accident the orderly brought in the ', 'major said the orderly brought two lighted ', 'cot that the orderly had set up ', 'the retreat was orderly wet and sullen '], 'chapters': {6, 8, 9, 10, 11, 25}}"
1248,disapprovingly,"{'word': 'disapprovingly', 'count': 1, 'pages': {29}, 'contexts': ['looked at me disapprovingly from behind a '], 'chapters': {6}}"
1249,floor,"{'word': 'floor', 'count': 39, 'pages': {259, 135, 140, 274, 283, 158, 161, 163, 38, 167, 304, 307, 308, 69, 77, 212, 228, 229, 111, 112, 244, 245}, 'contexts': ['at the marble floor the pillars with ', 'and then our floor and the boy ', 'spat on the floor but those grenadiers ', 'it on the floor well all eat ', 'bed on the floor all right father ', 'it on the floor beside the bed ', 'sick on the floor it did not ', 'sick on the floor several times before ', 'outside on the floor of the galleria ', 'at the lower floor where the nurses ', 'passing along the floor when she first ', 'down to the floor for the bottle ', 'slept on the floor of the corridor ', 'sleeping on the floor all down the ', 'musettes on the floor and my cap ', 'it on the floor then lay back ', 'sat on the floor and bent the ', 'looking at the floor you see how ', 'looked at the floor you havent any ', 'looked at the floor again youll get ', 'along the second floor held up by ', 'of the second floor merged into the ', 'into the main floor where the hay ', 'on the hauling floor he had a ', 'lying on the floor of the flat-car ', 'catherine on the floor of the car ', 'hard as the floor of the car ', 'wet and the floor moving only a ', 'clothing and hard floor for a wife ', 'not love the floor of a flat-car ', 'carpet on the floor of the room ', 'and across the floor to the window ', 'water on the floor from the window ', 'dripping on the floor if you have ', 'plume crossed the floor to our table ', 'pine forest the floor of the forest ', 'lying on the floor in a patch ', 'looked at the floor and prayed for ', 'hospital to the floor catherine was on '], 'chapters': {34, 35, 37, 7, 39, 40, 11, 12, 17, 18, 21, 24, 25, 30, 31}}"
1250,frescoes,"{'word': 'frescoes', 'count': 3, 'pages': {29}, 'contexts': ['busts and the frescoes on the wall ', 'miss barkley the frescoes were not bad ', 'not bad any frescoes were good when '], 'chapters': {6}}"
1251,peel,"{'word': 'peel', 'count': 1, 'pages': {29}, 'contexts': ['they started to peel and flake off '], 'chapters': {6}}"
1252,flake,"{'word': 'flake', 'count': 1, 'pages': {29}, 'contexts': ['to peel and flake off i saw '], 'chapters': {6}}"
1253,stood,"{'word': 'stood', 'count': 56, 'pages': {257, 130, 259, 260, 149, 155, 156, 157, 29, 158, 32, 286, 34, 163, 164, 39, 40, 41, 170, 300, 176, 177, 51, 52, 308, 309, 187, 189, 317, 319, 321, 66, 322, 68, 82, 212, 220, 221, 96, 98, 226, 232, 235, 237, 239, 242, 245, 248, 124}, 'contexts': ['the hall and stood up she did ', 'a while she stood up and put ', 'at me then stood up im going ', 'story and i stood outside his cell ', 'with me we stood outside the door ', 'the hallway i stood up but it ', 'i said gordini stood up and went ', 'stoppered bottles gordini stood behind me the ', 'to hell he stood up and put ', 'the priest he stood there small brown-faced ', 'the two stretcher-bearers stood beside the bed ', 'reflected the porter stood by the bed ', 'his cap and stood by the bed ', 'of his mustache stood straight up he ', 'got up and stood at the door ', 'the italians all stood up we went ', 'i said we stood on the bridge ', 'the rain we stood in the side ', 'waiter said he stood with the umbrella ', 'went in and stood and watched the ', 'hostile the machine-gunner stood up for me ', 'down the machine-gunner stood in front of ', 'the corridor others stood holding on to ', 'they did i stood up took off ', 'than you he stood up and sat ', 'compact looking i stood up and we ', 'i said he stood up i am ', 'meaning nothing we stood up and shook ', 'the three cars stood in line down ', 'i said and stood up who are ', 'crossed it and stood under the shelter ', 'four other carabinieri stood near the questioning ', 'never retreat we stood there in the ', 'and the prisoner stood in front and ', 'called them we stood in the rain ', 'engineer pass i stood up and stepped ', 'with canvas i stood until it had ', 'a table i stood at the bar ', 'you again they stood in the door ', 'out of bed stood straight took a ', 'two shirts and stood under the roof ', 'her as she stood comforting ferguson i ', 'mountains beyond i stood at the window ', 'army had not stood at the tagliamento ', 'more yes he stood up i hope ', 'it the barman stood there he wore ', 'i see he stood there his coat ', 'in pins then stood up im sorry ', 'the slush they stood beside the station ', 'went in and stood at the zinc ', 'and the doctor stood on the other ', 'came out and stood in the empty ', 'got up and stood by the bed ', 'her lips then stood up and came ', 'to sit they stood opposite the table ', 'calm the men stood around but no '], 'chapters': {6, 7, 9, 10, 11, 13, 15, 19, 20, 23, 24, 25, 26, 27, 30, 31, 32, 33, 34, 35, 37, 38, 40, 41}}"
1254,seem,"{'word': 'seem', 'count': 5, 'pages': {256, 70, 152, 29, 318}, 'contexts': ['she did not seem tall walking toward ', 'matter father you seem very tired i ', 'in for it seem to have good ', 'strange you never seem old it is ', 'he did not seem to have anything '], 'chapters': {35, 6, 41, 11, 23}}"
1255,good-evening,"{'word': 'good-evening', 'count': 3, 'pages': set(), 'contexts': ['looked very lovely good-evening mr henry she ', 'said youre late good-evening priest rinaldi said ', 'a little english good-evening rinaldo the priest '], 'chapters': set()}"
1256,listening,"{'word': 'listening', 'count': 2, 'pages': {29}, 'contexts': ['the orderly was listening behind the desk ', 'said i am listening of course some '], 'chapters': {6}}"
1257,sit,"{'word': 'sit', 'count': 16, 'pages': {129, 161, 255, 296, 204, 304, 157, 317, 29, 31}, 'contexts': ['desk shall we sit here or go ', 'been we might sit there just for ', 'was this morning sit down i said ', 'on the macaroni sit down to it ', 'no one could sit down i gave ', 'for me to sit down some one ', 'hell i thought sit down signor capitano ', 'your kit and sit down i put ', 'heard he said sit down the major ', 'him on the sit all right piani ', 'for me to sit down about anything ', 'no should we sit here just a ', 'a café to sit and watch the ', 'other door and sit up there a ', 'a place to sit and a waiter ', 'no place to sit they stood opposite '], 'chapters': {35, 6, 38, 39, 41, 20, 24, 29}}"
1258,cooler,"{'word': 'cooler', 'count': 2, 'pages': {68}, 'contexts': ['out its much cooler i walked behind ', 'and it was cooler with the evening '], 'chapters': {11}}"
1259,post,"{'word': 'post', 'count': 19, 'pages': {64, 33, 46, 47, 177, 182, 183, 56, 61, 184, 63}, 'contexts': ['been out on post you couldnt have ', 'our first mountain post and stopped the ', 'a first medical post but back here ', 'zona di guerra post cards crossing out ', 'would be a post and other cars ', 'we see the post when we came ', 'gordinis at the post getting bandaged gavuzzi ', 'we reached the post you sons of ', 'again outside the post a great many ', 'climbed at the post on the top ', 'at the first post declares it is ', 'at the first post was a hog-butcher ', 'go out on post early to-morrow ill ', 'out number two post i saw the ', 'house where the post was but they ', 'shell near the post that afternoon we ', 'coming into the post some were carried ', 'cellar of the post and as i ', 'captain at the post told me this '], 'chapters': {7, 9, 10, 26, 27}}"
1260,driveway,"{'word': 'driveway', 'count': 10, 'pages': {160, 40, 42, 43, 306, 187}, 'contexts': ['were off the driveway walking under the ', 'gate of the driveway that led up ', 'started down the driveway the outlines of ', 'hurried up the driveway and inside the ', 'out of the driveway and climbing up ', 'the damp gravel driveway looking at the ', 'line down the driveway under the trees ', 'down to the driveway and waited for ', 'turned into the driveway and i helped ', 'out of the driveway and started up '], 'chapters': {7, 8, 40, 24, 27}}"
1261,anywhere,"{'word': 'anywhere', 'count': 5, 'pages': {136, 30}, 'contexts': ['her isnt there anywhere we can go ', 'i dont care anywhere you want anywhere ', 'anywhere you want anywhere we dont know ', 'i havent been anywhere ive been here ', 'you can go anywhere i think you '], 'chapters': {21, 6}}"
1262,walk,"{'word': 'walk', 'count': 29, 'pages': {258, 274, 148, 149, 283, 156, 158, 30, 289, 37, 38, 295, 40, 303, 304, 177, 204, 209, 215, 125}, 'contexts': ['have to just walk here youve been ', 'cova and then walk down the via ', 'and we would walk down the hall ', 'some baby you walk up and down ', 'i said ill walk down with you ', 'go for a walk catherine said id ', 'i like to walk in it but ', 'and started to walk up the other ', 'its fun to walk but lets not ', 'rain we could walk or take a ', 'down the wet walk to the carriage ', 'they could all walk over me if ', 'well have a walk and talk together ', 'lire and ill walk straight back toward ', 'suddenly id rather walk here out of ', 'all right well walk along the tracks ', 'to do is walk now we dont ', 'hes taking a walk how is he ', 'pleasure we will walk up stairs together ', 'going for a walk its a lovely ', 'night for a walk catherine said its ', 'took a little walk through the village ', 'was soft to walk on the frost ', 'well take a walk in the snow ', 'we could not walk far i went ', 'nights we could walk on the roads ', 'we would not walk too fast but ', 'a shower to walk along the streets ', 'catherine could not walk very far now '], 'chapters': {35, 37, 6, 7, 38, 39, 19, 23, 24, 26, 29, 30}}"
1263,youve,"{'word': 'youve', 'count': 30, 'pages': {136, 144, 280, 30, 34, 35, 164, 165, 302, 57, 60, 194, 101, 104, 241, 114, 242, 119, 120}, 'contexts': ['just walk here youve been away a ', 'not a wound youve had it before ', 'but back here youve got to have ', 'they tell me youve lost two drivers ', 'brandy then if youve got a fracture ', 'said i guess youve got a fracture ', 'hard to stay youve got to stay ', 'lovely i said youve got to stay ', 'no you wont youve never been operated ', 'temperatures always normal youve such a lovely ', 'a lovely temperature youve got a lovely ', 'thats true and youve never belonged to ', 'we never fight youve time yet we ', 'and i know youve been with all ', 'wonderful of course youve never heard me ', 'you get three youve got something you ', 'to manage when youve nothing to lose ', 'darling she said youve been awfully good ', 'gage ill swear youve never taken a ', 'everybody will swear youve never taken a ', 'i can see youve been having a ', 'oh baby how youve come back to ', 'time she said youve been talking in ', 'know the mess youve gotten this girl ', 'seducers come back youve no shame and ', 'the awful thing youve gotten into she ', 'up the reins youve forgotten the army ', 'youre just tired youve been up a ', 'very ungainly that youve married no youre ', 'youre thin now youve been drinking just '], 'chapters': {33, 37, 6, 7, 39, 9, 16, 18, 19, 21, 22, 25, 28}}"
1264,third,"{'word': 'third', 'count': 12, 'pages': {96, 161, 227, 37, 139, 300, 45, 30, 94, 95}, 'contexts': ['this is the third day but im ', 'and commanded the third army we were ', 'up with the third army i had ', 'i saw a third range of mountains ', 'the beard the third doctor who carried ', 'the beard the third doctor looked over ', 'please doctor the third doctor handed him ', 'hands with the third doctor capitano varini ', 'water glass a third full of cognac ', 'carso with the third army what do ', 'ahead from the third army the bump ', 'morning of the third day of rain '], 'chapters': {6, 7, 8, 38, 15, 21, 24, 31}}"
1265,lied,"{'word': 'lied', 'count': 3, 'pages': {286}, 'contexts': ['you yes i lied i love you ', 'truth no i lied you wouldnt she ', 'our first i lied and said no '], 'chapters': {37}}"
1266,tree,"{'word': 'tree', 'count': 1, 'pages': set(), 'contexts': ['stopped under a tree say ive come '], 'chapters': set()}"
1267,havent,"{'word': 'havent', 'count': 39, 'pages': {137, 142, 273, 274, 150, 153, 30, 34, 162, 291, 165, 166, 293, 188, 64, 207, 208, 83, 242, 115, 243, 246, 121, 252}, 'contexts': ['have come back havent you yes i ', 'had it before havent you but i ', 'tenente no i havent any papers for ', 'your papers you havent any fracture that ', 'weeks now they havent changed them i ', 'the bed we havent been able to ', 'religion but i havent any religion you ', 'lovely time i havent been happy for ', 'damn potato mashers havent got anything in ', 'darling and i havent worried about it ', 'trouble now but havent i been a ', 'offer them you havent been drinking it ', 'our room i havent anything to wear ', 'to wear i havent even a night-gown ', 'to meet him havent you a father ', 'long time you havent seen it up ', 'there no i havent been anywhere ive ', 'the floor you havent any “ no ', 'i said i havent rinaldi said not ', 'mind i said havent i thats why ', 'hours and i havent called you wake ', 'will you i havent any watch tenente ', 'come from imola havent you ever been ', 'is brains why havent you brains anarchist ', 'funny tenente you havent got strange feelings ', 'i said why havent they blown the ', 'your neck i havent got an italian ', 'get married you havent got another wife ', 'that way you havent lived like a ', 'i know you havent anything to do ', 'with me i havent a thing in ', 'but somehow i havent he said it ', 'along the lake havent you got an ', 'im sorry we havent any rolls in ', 'have a passport havent you of course ', 'worried because you havent anything to do ', 'im glad you havent did you ever ', 'not there i havent any life at ', 'write them something havent you written them '], 'chapters': {33, 34, 37, 6, 7, 38, 10, 13, 18, 19, 21, 22, 23, 24, 25, 27, 29}}"
