word,count,contexts
11589,0,
11590,0,
11591,0,
11592,0,
11593,0,
11594,0,
11595,0,
11596,0,
11597,0,'s for all right i said i 
11598,0,
11599,0,all right i said i undid the 
11600,0,
11601,0,i said i undid the clasp of 
11602,0,
11603,0,i undid the clasp of the gold 
11604,0,
11605,0,
11606,0,clasp of the gold chain and put 
11607,0,of the gold chain and put it 
11608,0,
11609,0,gold chain and put it around my 
11610,0,
11611,0,and put it around my neck and 
11612,0,
11613,0,it around my neck and clasped it 
11614,0,
11615,0,my neck and clasped it the saint 
11616,0,
11617,0,
11618,0,clasped it the saint hung down on 
11619,0,it the saint hung down on the 
11620,0,
11621,0,
11622,0,
11623,0,down on the outside of my uniform 
11624,0,
11625,0,
11626,0,outside of my uniform and i undid 
11627,0,
11628,0,
11629,0,uniform and i undid the throat of 
11630,0,
11631,0,i undid the throat of my tunic 
11632,0,
11633,0,
11634,0,throat of my tunic unbuttoned the shirt 
11635,0,of my tunic unbuttoned the shirt collar 
11636,0,
11637,0,tunic unbuttoned the shirt collar and dropped 
11638,0,unbuttoned the shirt collar and dropped him 
11639,0,
11640,0,shirt collar and dropped him in under 
11641,0,
11642,0,
11643,0,
11644,0,
11645,0,in under the shirt i felt him 
11646,0,
11647,0,the shirt i felt him in his 
11648,0,
11649,0,
11650,0,
11651,0,him in his metal box against my 
11652,0,in his metal box against my chest 
11653,0,
11654,0,
11655,0,box against my chest while we drove 
11656,0,
11657,0,
11658,0,chest while we drove then i forgot 
11659,0,
11660,0,
11661,0,drove then i forgot about him after 
11662,0,
11663,0,
11664,0,
11665,0,
11666,0,
11667,0,after i was wounded i never found 
11668,0,
11669,0,was wounded i never found him some 
11670,0,wounded i never found him some one 
11671,0,
11672,0,
11673,0,found him some one probably got it 
11674,0,him some one probably got it at 
11675,0,some one probably got it at one 
11676,0,
11677,0,
11678,0,got it at one of the dressing 
11679,0,
11680,0,
11681,0,one of the dressing stations we drove 
11682,0,of the dressing stations we drove fast 
11683,0,
11684,0,dressing stations we drove fast when we 
11685,0,stations we drove fast when we were 
11686,0,
11687,0,
11688,0,
11689,0,
11690,0,
11691,0,were over the bridge and soon we 
11692,0,
11693,0,the bridge and soon we saw the 
11694,0,
11695,0,and soon we saw the dust of 
11696,0,
11697,0,we saw the dust of the other 
11698,0,
11699,0,
11700,0,
11701,0,of the other cars ahead down the 
11702,0,the other cars ahead down the road 
11703,0,
11704,0,
11705,0,ahead down the road the road curved 
11706,0,
11707,0,the road the road curved and we 
11708,0,road the road curved and we saw 
11709,0,
11710,0,
11711,0,curved and we saw the three cars 
11712,0,
11713,0,we saw the three cars looking quite 
11714,0,saw the three cars looking quite small 
11715,0,the three cars looking quite small the 
11716,0,three cars looking quite small the dust 
11717,0,cars looking quite small the dust rising 
11718,0,
11719,0,quite small the dust rising from the 
11720,0,small the dust rising from the wheels 
11721,0,
11722,0,
11723,0,rising from the wheels and going off 
11724,0,
11725,0,the wheels and going off through the 
11726,0,
11727,0,
11728,0,
11729,0,off through the trees we caught them 
11730,0,
11731,0,the trees we caught them and passed 
11732,0,
11733,0,
11734,0,caught them and passed them and turned 
11735,0,
11736,0,
11737,0,passed them and turned off on a 
11738,0,
11739,0,
11740,0,
11741,0,off on a road that climbed up 
11742,0,
11743,0,a road that climbed up into the 
11744,0,
11745,0,
11746,0,
11747,0,up into the hills driving in convoy 
11748,0,into the hills driving in convoy is 
11749,0,
11750,0,hills driving in convoy is not unpleasant 
11751,0,
11752,0,
11753,0,convoy is not unpleasant if you are 
11754,0,
11755,0,
11756,0,
11757,0,
11758,0,you are the first car and i 
11759,0,are the first car and i settled 
11760,0,
11761,0,
11762,0,car and i settled back in the 
11763,0,and i settled back in the seat 
11764,0,
11765,0,
11766,0,back in the seat and watched the 
11767,0,
11768,0,the seat and watched the country we 
11769,0,
11770,0,and watched the country we were in 
11771,0,
11772,0,
11773,0,
11774,0,
11775,0,were in the foothills on the near 
11776,0,
11777,0,
11778,0,foothills on the near side of the 
11779,0,on the near side of the river 
11780,0,
11781,0,
11782,0,side of the river and as the 
11783,0,
11784,0,
11785,0,
11786,0,and as the road mounted there were 
11787,0,as the road mounted there were the 
11788,0,
11789,0,
11790,0,
11791,0,there were the high mountains off to 
11792,0,were the high mountains off to the 
11793,0,
11794,0,
11795,0,
11796,0,off to the north with snow still 
11797,0,
11798,0,the north with snow still on the 
11799,0,north with snow still on the tops 
11800,0,
11801,0,
11802,0,still on the tops i looked back 
11803,0,
11804,0,the tops i looked back and saw 
11805,0,tops i looked back and saw the 
11806,0,
11807,0,looked back and saw the three cars 
11808,0,
11809,0,and saw the three cars all climbing 
11810,0,saw the three cars all climbing spaced 
11811,0,
11812,0,three cars all climbing spaced by the 
11813,0,cars all climbing spaced by the interval 
11814,0,
11815,0,
11816,0,spaced by the interval of their dust 
11817,0,
11818,0,
11819,0,interval of their dust we passed a 
11820,0,
11821,0,their dust we passed a long column 
11822,0,
11823,0,we passed a long column of loaded 
11824,0,passed a long column of loaded mules 
11825,0,
11826,0,long column of loaded mules the drivers 
11827,0,column of loaded mules the drivers walking 
11828,0,
11829,0,loaded mules the drivers walking along beside 
11830,0,mules the drivers walking along beside the 
11831,0,the drivers walking along beside the mules 
11832,0,drivers walking along beside the mules wearing 
11833,0,
11834,0,along beside the mules wearing red fezzes 
11835,0,beside the mules wearing red fezzes they 
11836,0,the mules wearing red fezzes they were 
11837,0,mules wearing red fezzes they were bersaglieri 
11838,0,
11839,0,
11840,0,fezzes they were bersaglieri beyond the mule 
11841,0,they were bersaglieri beyond the mule train 
11842,0,
11843,0,bersaglieri beyond the mule train the road 
11844,0,beyond the mule train the road was 
11845,0,
11846,0,mule train the road was empty and 
11847,0,
11848,0,the road was empty and we climbed 
11849,0,
11850,0,
11851,0,empty and we climbed through the hills 
11852,0,
11853,0,
11854,0,climbed through the hills and then went 
11855,0,
11856,0,
11857,0,hills and then went down over the 
11858,0,
11859,0,
11860,0,
11861,0,down over the shoulder of a long 
11862,0,
11863,0,
11864,0,shoulder of a long hill into a 
11865,0,of a long hill into a river-valley 
11866,0,
11867,0,
11868,0,hill into a river-valley there were trees 
11869,0,
11870,0,
11871,0,river-valley there were trees along both sides 
11872,0,there were trees along both sides of 
11873,0,
11874,0,trees along both sides of the road 
11875,0,
11876,0,
11877,0,sides of the road and through the 
11878,0,
11879,0,
11880,0,
11881,0,and through the right line of trees 
11882,0,through the right line of trees i 
11883,0,
11884,0,right line of trees i saw the 
11885,0,
11886,0,of trees i saw the river the 
11887,0,
11888,0,i saw the river the water clear 
11889,0,
11890,0,the river the water clear fast and 
11891,0,river the water clear fast and shallow 
11892,0,the water clear fast and shallow the 
11893,0,
11894,0,clear fast and shallow the river was 
11895,0,
11896,0,and shallow the river was low and 
11897,0,
11898,0,the river was low and there were 
11899,0,
11900,0,
11901,0,
11902,0,and there were stretches of sand and 
11903,0,
11904,0,were stretches of sand and pebbles with 
11905,0,
11906,0,of sand and pebbles with a narrow 
11907,0,
11908,0,
11909,0,pebbles with a narrow channel of water 
11910,0,with a narrow channel of water and 
11911,0,
11912,0,narrow channel of water and sometimes the 
11913,0,
11914,0,of water and sometimes the water spread 
11915,0,
11916,0,and sometimes the water spread like a 
11917,0,sometimes the water spread like a sheen 
11918,0,the water spread like a sheen over 
11919,0,
11920,0,spread like a sheen over the pebbly 
11921,0,
11922,0,
11923,0,sheen over the pebbly bed close to 
11924,0,over the pebbly bed close to the 
11925,0,the pebbly bed close to the bank 
11926,0,
11927,0,
11928,0,close to the bank i saw deep 
11929,0,
11930,0,the bank i saw deep pools the 
11931,0,bank i saw deep pools the water 
11932,0,i saw deep pools the water blue 
11933,0,
11934,0,deep pools the water blue like the 
11935,0,pools the water blue like the sky 
11936,0,the water blue like the sky i 
11937,0,
11938,0,blue like the sky i saw arched 
11939,0,
11940,0,the sky i saw arched stone bridges 
11941,0,sky i saw arched stone bridges over 
11942,0,i saw arched stone bridges over the 
11943,0,saw arched stone bridges over the river 
11944,0,
11945,0,
11946,0,bridges over the river where tracks turned 
11947,0,
11948,0,the river where tracks turned off from 
11949,0,river where tracks turned off from the 
11950,0,
11951,0,
11952,0,
11953,0,off from the road and we passed 
11954,0,
11955,0,
11956,0,road and we passed stone farmhouses with 
11957,0,and we passed stone farmhouses with pear 
11958,0,we passed stone farmhouses with pear trees 
11959,0,
11960,0,stone farmhouses with pear trees candelabraed against 
11961,0,farmhouses with pear trees candelabraed against their 
11962,0,with pear trees candelabraed against their south 
11963,0,
11964,0,
11965,0,candelabraed against their south walls and low 
11966,0,against their south walls and low stone 
11967,0,
11968,0,south walls and low stone walls in 
11969,0,walls and low stone walls in the 
11970,0,and low stone walls in the fields 
11971,0,
11972,0,
11973,0,walls in the fields the road went 
11974,0,
11975,0,the fields the road went up the 
11976,0,fields the road went up the valley 
11977,0,
11978,0,
11979,0,went up the valley a long way 
11980,0,
11981,0,the valley a long way and then 
11982,0,valley a long way and then we 
11983,0,
11984,0,
11985,0,
11986,0,and then we turned off and commenced 
11987,0,
11988,0,
11989,0,turned off and commenced to climb into 
11990,0,
11991,0,and commenced to climb into the hills 
11992,0,
11993,0,
11994,0,climb into the hills again the road 
11995,0,
11996,0,
11997,0,hills again the road climbed steeply going 
11998,0,again the road climbed steeply going up 
11999,0,the road climbed steeply going up and 
12000,0,road climbed steeply going up and back 
12001,0,
12002,0,
12003,0,going up and back and forth through 
12004,0,
12005,0,and back and forth through chestnut woods 
12006,0,
12007,0,and forth through chestnut woods to level 
12008,0,forth through chestnut woods to level finally 
12009,0,
12010,0,chestnut woods to level finally along a 
12011,0,woods to level finally along a ridge 
12012,0,to level finally along a ridge i 
12013,0,
12014,0,finally along a ridge i could look 
12015,0,
12016,0,a ridge i could look down through 
12017,0,ridge i could look down through the 
12018,0,
12019,0,
12020,0,
12021,0,down through the woods and see far 
12022,0,
12023,0,the woods and see far below with 
12024,0,woods and see far below with the 
12025,0,
12026,0,
12027,0,
12028,0,below with the sun on it the 
12029,0,
12030,0,
12031,0,
12032,0,on it the line of the river 
12033,0,
12034,0,
12035,0,line of the river that separated the 
12036,0,
12037,0,the river that separated the two armies 
12038,0,
12039,0,that separated the two armies we went 
12040,0,separated the two armies we went along 
12041,0,
12042,0,two armies we went along the rough 
12043,0,armies we went along the rough new 
12044,0,
12045,0,went along the rough new military road 
12046,0,along the rough new military road that 
12047,0,the rough new military road that followed 
12048,0,rough new military road that followed the 
12049,0,
12050,0,military road that followed the crest of 
12051,0,
12052,0,that followed the crest of the ridge 
12053,0,
12054,0,
12055,0,crest of the ridge and i looked 
12056,0,
12057,0,
12058,0,ridge and i looked to the north 
12059,0,
12060,0,
12061,0,looked to the north at the two 
12062,0,
12063,0,
12064,0,north at the two ranges of mountains 
12065,0,at the two ranges of mountains green 
12066,0,
12067,0,two ranges of mountains green and dark 
12068,0,ranges of mountains green and dark to 
12069,0,
12070,0,mountains green and dark to the snow-line 
12071,0,
12072,0,
12073,0,dark to the snow-line and then white 
12074,0,
12075,0,
12076,0,snow-line and then white and lovely in 
12077,0,
12078,0,then white and lovely in the sun 
12079,0,
12080,0,
12081,0,lovely in the sun then as the 
12082,0,
12083,0,
12084,0,
12085,0,then as the road mounted along the 
12086,0,as the road mounted along the ridge 
12087,0,the road mounted along the ridge i 
12088,0,
12089,0,mounted along the ridge i saw a 
12090,0,
12091,0,the ridge i saw a third range 
12092,0,
12093,0,i saw a third range of mountains 
12094,0,saw a third range of mountains higher 
12095,0,
12096,0,third range of mountains higher snow mountains 
12097,0,range of mountains higher snow mountains that 
12098,0,of mountains higher snow mountains that looked 
12099,0,mountains higher snow mountains that looked chalky 
12100,0,
12101,0,snow mountains that looked chalky white and 
12102,0,mountains that looked chalky white and furrowed 
12103,0,that looked chalky white and furrowed with 
12104,0,
12105,0,chalky white and furrowed with strange planes 
12106,0,
12107,0,and furrowed with strange planes and then 
12108,0,furrowed with strange planes and then there 
12109,0,
12110,0,
12111,0,
12112,0,
12113,0,then there were mountains far off beyond 
12114,0,there were mountains far off beyond all 
12115,0,
12116,0,mountains far off beyond all these that 
12117,0,
12118,0,
12119,0,
12120,0,
12121,0,these that you could hardly tell if 
12122,0,that you could hardly tell if you 
12123,0,you could hardly tell if you really 
12124,0,
12125,0,
12126,0,tell if you really saw those were 
12127,0,if you really saw those were all 
12128,0,
12129,0,
12130,0,
12131,0,
12132,0,were all the austrians mountains and we 
12133,0,all the austrians mountains and we had 
12134,0,
12135,0,
12136,0,
12137,0,and we had nothing like them ahead 
12138,0,we had nothing like them ahead there 
12139,0,
12140,0,nothing like them ahead there was a 
12141,0,
12142,0,
12143,0,
12144,0,there was a rounded turn-off in the 
12145,0,was a rounded turn-off in the road 
12146,0,
12147,0,
12148,0,turn-off in the road to the right 
12149,0,
12150,0,
12151,0,road to the right and looking down 
12152,0,
12153,0,the right and looking down i could 
12154,0,
12155,0,
12156,0,looking down i could see the road 
12157,0,down i could see the road dropping 
12158,0,
12159,0,could see the road dropping through the 
12160,0,see the road dropping through the trees 
12161,0,
12162,0,
12163,0,dropping through the trees there were troops 
12164,0,
12165,0,
12166,0,trees there were troops on this road 
12167,0,
12168,0,
12169,0,troops on this road and motor trucks 
12170,0,
12171,0,this road and motor trucks and mules 
12172,0,road and motor trucks and mules with 
12173,0,
12174,0,motor trucks and mules with mountain guns 
12175,0,
12176,0,and mules with mountain guns and as 
12177,0,mules with mountain guns and as we 
12178,0,
12179,0,
12180,0,
12181,0,and as we went down keeping to 
12182,0,
12183,0,we went down keeping to the side 
12184,0,
12185,0,
12186,0,keeping to the side i could see 
12187,0,
12188,0,the side i could see the river 
12189,0,side i could see the river far 
12190,0,
12191,0,could see the river far down below 
12192,0,see the river far down below the 
12193,0,
12194,0,
12195,0,
12196,0,down below the line of ties and 
12197,0,
12198,0,the line of ties and rails running 
12199,0,
12200,0,of ties and rails running along it 
12201,0,ties and rails running along it the 
12202,0,and rails running along it the old 
12203,0,
12204,0,
12205,0,along it the old bridge where the 
12206,0,it the old bridge where the railway 
12207,0,
12208,0,
12209,0,bridge where the railway crossed to the 
12210,0,where the railway crossed to the other 
12211,0,
12212,0,
12213,0,
12214,0,to the other side and across under 
12215,0,
12216,0,other side and across under a hill 
12217,0,
12218,0,
12219,0,across under a hill beyond the river 
12220,0,under a hill beyond the river the 
12221,0,
12222,0,hill beyond the river the broken houses 
12223,0,
12224,0,the river the broken houses of the 
12225,0,river the broken houses of the little 
12226,0,
12227,0,
12228,0,houses of the little town that was 
12229,0,of the little town that was to 
12230,0,
12231,0,
12232,0,
12233,0,
12234,0,was to be taken it was nearly 
12235,0,
12236,0,
12237,0,taken it was nearly dark when we 
12238,0,it was nearly dark when we came 
12239,0,
12240,0,
12241,0,dark when we came down and turned 
12242,0,
12243,0,
12244,0,came down and turned onto the main 
12245,0,down and turned onto the main road 
12246,0,
12247,0,turned onto the main road that ran 
12248,0,onto the main road that ran beside 
12249,0,
12250,0,main road that ran beside the river 
12251,0,road that ran beside the river the 
12252,0,
12253,0,ran beside the river the road was 
12254,0,
12255,0,the river the road was crowded and 
12256,0,
12257,0,the road was crowded and there were 
12258,0,
12259,0,
12260,0,
12261,0,and there were screens of corn-stalk and 
12262,0,
12263,0,were screens of corn-stalk and straw matting 
12264,0,
12265,0,of corn-stalk and straw matting on both 
12266,0,corn-stalk and straw matting on both sides 
12267,0,
12268,0,
12269,0,matting on both sides and matting over 
12270,0,
12271,0,both sides and matting over the top 
12272,0,
12273,0,
12274,0,matting over the top so that it 
12275,0,
12276,0,
12277,0,
12278,0,
12279,0,that it was like the entrance at 
12280,0,
12281,0,was like the entrance at a circus 
12282,0,
12283,0,
12284,0,entrance at a circus or a native 
12285,0,
12286,0,
12287,0,circus or a native village we drove 
12288,0,or a native village we drove slowly 
12289,0,
12290,0,native village we drove slowly in this 
12291,0,village we drove slowly in this matting-covered 
12292,0,
12293,0,
12294,0,slowly in this matting-covered tunnel and came 
12295,0,in this matting-covered tunnel and came out 
12296,0,
12297,0,matting-covered tunnel and came out onto a 
12298,0,
12299,0,and came out onto a bare cleared 
12300,0,
12301,0,out onto a bare cleared space where 
12302,0,onto a bare cleared space where the 
12303,0,a bare cleared space where the railway 
12304,0,
12305,0,
12306,0,space where the railway station had been 
12307,0,where the railway station had been the 
12308,0,
12309,0,
12310,0,
12311,0,had been the road here was below 
12312,0,
12313,0,
12314,0,
12315,0,
12316,0,was below the level of the river 
12317,0,
12318,0,
12319,0,level of the river bank and all 
12320,0,of the river bank and all along 
12321,0,
12322,0,
12323,0,bank and all along the side of 
12324,0,
12325,0,all along the side of the sunken 
12326,0,
12327,0,
12328,0,side of the sunken road there were 
12329,0,of the sunken road there were holes 
12330,0,
12331,0,
12332,0,road there were holes dug in the 
12333,0,there were holes dug in the bank 
12334,0,
12335,0,
12336,0,dug in the bank with infantry in 
12337,0,
12338,0,the bank with infantry in them the 
12339,0,
12340,0,
12341,0,
12342,0,in them the sun was going down 
12343,0,
12344,0,the sun was going down and looking 
12345,0,
12346,0,
12347,0,going down and looking up along the 
12348,0,
12349,0,and looking up along the bank as 
12350,0,
12351,0,up along the bank as we drove 
12352,0,
12353,0,
12354,0,bank as we drove i saw the 
12355,0,
12356,0,we drove i saw the austrian observation 
12357,0,
12358,0,i saw the austrian observation balloons above 
12359,0,saw the austrian observation balloons above the 
12360,0,the austrian observation balloons above the hills 
12361,0,
12362,0,
12363,0,balloons above the hills on the other 
12364,0,
12365,0,
12366,0,
12367,0,on the other side dark against the 
12368,0,the other side dark against the sunset 
12369,0,
12370,0,
12371,0,dark against the sunset we parked the 
12372,0,
12373,0,the sunset we parked the cars beyond 
12374,0,
12375,0,we parked the cars beyond a brickyard 
12376,0,parked the cars beyond a brickyard the 
12377,0,
12378,0,cars beyond a brickyard the ovens and 
12379,0,
12380,0,a brickyard the ovens and some deep 
12381,0,
12382,0,
12383,0,ovens and some deep holes had been 
12384,0,and some deep holes had been equipped 
12385,0,
12386,0,
12387,0,holes had been equipped as dressing stations 
12388,0,
12389,0,been equipped as dressing stations there were 
12390,0,equipped as dressing stations there were three 
12391,0,
12392,0,
12393,0,stations there were three doctors that i 
12394,0,there were three doctors that i knew 
12395,0,
12396,0,
12397,0,doctors that i knew i talked with 
12398,0,
12399,0,i knew i talked with the major 
12400,0,
12401,0,
12402,0,talked with the major and learned that 
12403,0,
12404,0,the major and learned that when it 
12405,0,
12406,0,
12407,0,
12408,0,
12409,0,when it should start and our cars 
12410,0,
12411,0,
12412,0,start and our cars should be loaded 
12413,0,
12414,0,
12415,0,cars should be loaded we would drive 
12416,0,
12417,0,be loaded we would drive them back 
12418,0,loaded we would drive them back along 
12419,0,
12420,0,would drive them back along the screened 
12421,0,drive them back along the screened road 
12422,0,
12423,0,back along the screened road and up 
12424,0,along the screened road and up to 
12425,0,
12426,0,
12427,0,
12428,0,
12429,0,up to the main road along the 
12430,0,to the main road along the ridge 
12431,0,the main road along the ridge where 
12432,0,
12433,0,road along the ridge where there would 
12434,0,
12435,0,
12436,0,ridge where there would be a post 
12437,0,
12438,0,
12439,0,would be a post and other cars 
12440,0,
12441,0,
12442,0,post and other cars to clear them 
12443,0,
12444,0,other cars to clear them he hoped 
12445,0,
12446,0,
12447,0,clear them he hoped the road would 
12448,0,
12449,0,he hoped the road would not jam 
12450,0,hoped the road would not jam it 
12451,0,
12452,0,road would not jam it was a 
12453,0,
12454,0,
12455,0,
12456,0,it was a one-road show the road 
12457,0,was a one-road show the road was 
12458,0,
12459,0,one-road show the road was screened because 
12460,0,
12461,0,the road was screened because it was 
12462,0,
12463,0,
12464,0,
12465,0,
12466,0,it was in sight of the austrians 
12467,0,
12468,0,
12469,0,sight of the austrians across the river 
12470,0,of the austrians across the river here 
12471,0,
12472,0,austrians across the river here at the 
12473,0,
12474,0,
12475,0,
12476,0,here at the brickyard we were sheltered 
12477,0,
12478,0,
12479,0,brickyard we were sheltered from rifle or 
12480,0,
12481,0,were sheltered from rifle or machine-gun fire 
12482,0,
12483,0,from rifle or machine-gun fire by the 
12484,0,rifle or machine-gun fire by the river 
12485,0,
12486,0,
12487,0,fire by the river bank there was 
12488,0,by the river bank there was one 
12489,0,
12490,0,
12491,0,bank there was one smashed bridge across 
12492,0,there was one smashed bridge across the 
12493,0,was one smashed bridge across the river 
12494,0,one smashed bridge across the river they 
12495,0,
12496,0,bridge across the river they were going 
12497,0,
12498,0,
12499,0,river they were going to put over 
12500,0,
12501,0,were going to put over another bridge 
12502,0,
12503,0,to put over another bridge when the 
12504,0,put over another bridge when the bombardment 
12505,0,
12506,0,
12507,0,bridge when the bombardment started and some 
12508,0,when the bombardment started and some troops 
12509,0,
12510,0,
12511,0,started and some troops were to cross 
12512,0,
12513,0,
12514,0,troops were to cross at the shallows 
12515,0,
12516,0,
12517,0,cross at the shallows up above at 
12518,0,
12519,0,
12520,0,
12521,0,
12522,0,above at the bend of the river 
12523,0,
12524,0,
12525,0,bend of the river the major was 
12526,0,
12527,0,the river the major was a little 
12528,0,
12529,0,
12530,0,major was a little man with upturned 
12531,0,was a little man with upturned mustaches 
12532,0,
12533,0,little man with upturned mustaches he had 
12534,0,man with upturned mustaches he had been 
12535,0,
12536,0,
12537,0,
12538,0,
12539,0,
12540,0,been in the war in libya and 
12541,0,
12542,0,the war in libya and wore two 
12543,0,
12544,0,in libya and wore two woundstripes he 
12545,0,libya and wore two woundstripes he said 
12546,0,and wore two woundstripes he said that 
12547,0,
12548,0,two woundstripes he said that if the 
12549,0,
12550,0,
12551,0,
12552,0,that if the thing went well he 
12553,0,if the thing went well he would 
12554,0,the thing went well he would see 
12555,0,
12556,0,went well he would see that i 
12557,0,well he would see that i was 
12558,0,
12559,0,
12560,0,
12561,0,that i was decorated i said i 
12562,0,
12563,0,was decorated i said i hoped it 
12564,0,
12565,0,i said i hoped it would go 
12566,0,
12567,0,i hoped it would go well but 
12568,0,hoped it would go well but that 
12569,0,it would go well but that he 
12570,0,would go well but that he was 
12571,0,
12572,0,
12573,0,
12574,0,
12575,0,he was too kind i asked him 
12576,0,
12577,0,too kind i asked him if there 
12578,0,
12579,0,
12580,0,
12581,0,
12582,0,
12583,0,there was a big dugout where the 
12584,0,was a big dugout where the drivers 
12585,0,
12586,0,
12587,0,dugout where the drivers could stay and 
12588,0,where the drivers could stay and he 
12589,0,the drivers could stay and he sent 
12590,0,
12591,0,
12592,0,stay and he sent a soldier to 
12593,0,
12594,0,he sent a soldier to show me 
12595,0,
12596,0,a soldier to show me i went 
12597,0,
12598,0,
12599,0,show me i went with him and 
12600,0,
12601,0,
12602,0,
12603,0,with him and found the dugout which 
12604,0,
12605,0,and found the dugout which was very 
12606,0,
12607,0,
12608,0,
12609,0,which was very good the drivers were 
12610,0,
12611,0,very good the drivers were pleased with 
12612,0,
12613,0,the drivers were pleased with it and 
12614,0,
12615,0,
12616,0,
12617,0,
12618,0,it and i left them there the 
12619,0,
12620,0,
12621,0,
12622,0,them there the major asked me to 
12623,0,there the major asked me to have 
12624,0,
12625,0,
12626,0,
12627,0,
12628,0,to have a drink with him and 
12629,0,
12630,0,
12631,0,
12632,0,with him and two other officers we 
12633,0,
12634,0,and two other officers we drank rum 
12635,0,
12636,0,other officers we drank rum and it 
12637,0,officers we drank rum and it was 
12638,0,
12639,0,
12640,0,
12641,0,
12642,0,it was very friendly outside it was 
12643,0,was very friendly outside it was getting 
12644,0,
12645,0,
12646,0,outside it was getting dark i asked 
12647,0,it was getting dark i asked what 
12648,0,
12649,0,getting dark i asked what time the 
12650,0,
12651,0,i asked what time the attack was 
12652,0,
12653,0,what time the attack was to he 
12654,0,
12655,0,
12656,0,
12657,0,
12658,0,
12659,0,he and they said as soon as 
12660,0,
12661,0,they said as soon as it was 
12662,0,
12663,0,
12664,0,
12665,0,as it was dark i went back 
12666,0,
12667,0,was dark i went back to the 
12668,0,dark i went back to the drivers 
12669,0,
12670,0,
12671,0,back to the drivers they were sitting 
12672,0,
12673,0,
12674,0,drivers they were sitting in the dugout 
12675,0,
12676,0,
12677,0,sitting in the dugout talking and when 
12678,0,in the dugout talking and when i 
12679,0,
12680,0,
12681,0,
12682,0,and when i came in they stopped 
12683,0,
12684,0,
12685,0,came in they stopped i gave them 
12686,0,
12687,0,they stopped i gave them each a 
12688,0,
12689,0,
12690,0,
12691,0,them each a package of cigarettes macedonias 
12692,0,
12693,0,a package of cigarettes macedonias loosely packed 
12694,0,package of cigarettes macedonias loosely packed cigarettes 
12695,0,of cigarettes macedonias loosely packed cigarettes that 
12696,0,cigarettes macedonias loosely packed cigarettes that spilled 
12697,0,macedonias loosely packed cigarettes that spilled tobacco 
12698,0,
12699,0,packed cigarettes that spilled tobacco and needed 
12700,0,cigarettes that spilled tobacco and needed to 
12701,0,
12702,0,spilled tobacco and needed to have the 
12703,0,
12704,0,
12705,0,
12706,0,to have the ends twisted before you 
12707,0,have the ends twisted before you smoked 
12708,0,
12709,0,
12710,0,twisted before you smoked them manera lit 
12711,0,
12712,0,you smoked them manera lit his lighter 
12713,0,smoked them manera lit his lighter and 
12714,0,
12715,0,manera lit his lighter and passed it 
12716,0,
12717,0,his lighter and passed it around the 
12718,0,
12719,0,and passed it around the lighter was 
12720,0,
12721,0,it around the lighter was shaped like 
12722,0,
12723,0,the lighter was shaped like a fiat 
12724,0,lighter was shaped like a fiat radiator 
12725,0,
12726,0,shaped like a fiat radiator i told 
12727,0,like a fiat radiator i told them 
12728,0,
12729,0,fiat radiator i told them what i 
12730,0,
12731,0,
12732,0,
12733,0,
12734,0,what i had heard why did n't 
12735,0,
12736,0,
12737,0,heard why did n't we see the 
12738,0,
12739,0,did n't we see the post when 
12740,0,
12741,0,we see the post when we came 
12742,0,
12743,0,
12744,0,post when we came down passini asked 
12745,0,
12746,0,we came down passini asked it was 
12747,0,came down passini asked it was just 
12748,0,
12749,0,
12750,0,
12751,0,it was just beyond where we turned 
12752,0,
12753,0,
12754,0,beyond where we turned off that road 
12755,0,
12756,0,
12757,0,turned off that road will be a 
12758,0,
12759,0,
12760,0,
12761,0,will be a dirty mess manera said 
12762,0,be a dirty mess manera said they 
12763,0,a dirty mess manera said they 'll 
12764,0,dirty mess manera said they 'll shell 
12765,0,
12766,0,
12767,0,said they 'll shell the out of 
12768,0,
12769,0,
12770,0,
12771,0,the out of us probably what about 
12772,0,out of us probably what about eating 
12773,0,
12774,0,
12775,0,probably what about eating lieutenant we wo 
12776,0,what about eating lieutenant we wo n't 
12777,0,
12778,0,eating lieutenant we wo n't get a 
12779,0,lieutenant we wo n't get a chance 
12780,0,we wo n't get a chance to 
12781,0,
12782,0,n't get a chance to eat after 
12783,0,
12784,0,a chance to eat after this thing 
12785,0,
12786,0,
12787,0,eat after this thing starts i 'll 
12788,0,after this thing starts i 'll go 
12789,0,
12790,0,
12791,0,starts i 'll go and see now 
12792,0,
12793,0,'ll go and see now i said 
12794,0,
12795,0,
12796,0,see now i said you want us 
12797,0,
12798,0,i said you want us to stay 
12799,0,said you want us to stay here 
12800,0,
12801,0,want us to stay here or can 
12802,0,
12803,0,
12804,0,
12805,0,
12806,0,or can we look around better stay 
12807,0,can we look around better stay here 
12808,0,we look around better stay here i 
12809,0,look around better stay here i went 
12810,0,
12811,0,
12812,0,stay here i went back to the 
12813,0,here i went back to the major 
12814,0,
12815,0,
12816,0,back to the major 's dugout and 
12817,0,
12818,0,the major 's dugout and he said 
12819,0,
12820,0,
12821,0,dugout and he said the field kitchen 
12822,0,
12823,0,he said the field kitchen would be 
12824,0,said the field kitchen would be along 
12825,0,the field kitchen would be along and 
12826,0,
12827,0,kitchen would be along and the drivers 
12828,0,
12829,0,
12830,0,along and the drivers could come and 
12831,0,and the drivers could come and get 
12832,0,the drivers could come and get their 
12833,0,
12834,0,could come and get their stew he 
12835,0,
