,word,count,pages,contexts,chapters
456,abruzzi,10,"{8, 73, 14}","['you to see abruzzi and visit my ', 'talk about the abruzzi theres more snow ', 'to go to abruzzi the priest said ', 'gone to the abruzzi he had written ', 'to go to abruzzi i had gone ', 'go to the abruzzi but had not ', 'return to the abruzzi his brown face ', 'you love the abruzzi yes i love ', 'back to the abruzzi some time he ', 'the spring in abruzzi was the most ']","{11, 2, 3}"
457,capracotta,2,set(),"['my family at capracotta said the priest ', 'own country at capracotta he had told ']",set()
458,listen,9,{124},"['said the priest listen to him talk ', 'the hernia man listen lootenant do you ', 'a goddam war listen i said you ', 'let us talk listen there is nothing ', 'this becomes sentimental listen i have a ', 'the dear boys listen to it rain ', 'cross first tenente listen to the anarchist ', 'like to sing listen he roared into ', 'in trouble myself listen he said to ']",{19}
459,talk,60,"{8, 138, 11, 18, 274, 275, 153, 26, 31, 35, 291, 297, 172, 173, 176, 49, 177, 51, 178, 181, 323, 72, 208, 218, 98, 103, 233, 108, 109, 240, 115, 121, 254, 255}","['listen to him talk about the abruzzi ', 'messina taormina you talk like a time-table ', 'go on and talk this way no ', 'i never even talk english and then ', 'youd like to talk about but i ', 'american dont i talk italian good enough ', 'not let us talk this way tenente ', 'know how you talk i said but ', 'behave and dont talk so other officers ', 'you let us talk listen there is ', 'said manera we talk too much even ', 'too long and talk too much he ', 'no just to talk i will take ', 'that is all talk the japanese are ', 'i said dont talk when she took ', 'come on dont talk please come on ', 'cant that girl talk italian she should ', 'maybe i wont talk thats true often ', 'often people dont talk i wont talk ', 'talk i wont talk dont brag darling ', 'brag i wont talk a word now ', 'a thing dont talk just be quiet ', 'just wanted to talk to you dont ', 'dont have to talk to me like ', 'you say dont talk as though you ', 'said you can talk but you cant ', 'and did not talk catherine was sitting ', 'and then you talk about always i ', 'i wanted to talk facts where will ', 'you want to talk to the priest ', 'maggiore good-by they talk about an austrian ', 'i begin to talk i say the ', 'like so to talk with you it ', 'very nice to talk again i said ', 'a walk and talk together i walked ', 'he did not talk and i went ', 'one we wont talk about losing there ', 'there is enough talk about losing what ', 'said he laughed talk to them tenente ', 'they did not talk but we could ', 'be glad to talk about wives yes ', 'back if you talk like that i ', 'some question dont talk about the war ', 'for me to talk italian i discipline ', 'much easier to talk italian so i ', 'old we could talk italian i am ', 'for you to talk english american yes ', 'you will please talk american it is ', 'good should we talk italian would you ', 'dont want to talk about it good ', 'oh lets not talk about it lets ', 'be able to talk art with your ', 'now and i talk too much and ', 'much lets not talk about them or ', 'it sh dont talk the nurse said ', 'im fine dont talk you were lovely ', 'henry must not talk ill be outside ', 'you must not talk so much the ', 'for her to talk please go out ', 'you can not talk catherine winked at ']","{2, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 21, 23, 25, 26, 27, 29, 30, 32, 33, 35, 37, 38, 41}"
460,theres,37,"{249, 313, 8, 138, 171, 237, 273, 274, 83, 20, 150, 310, 120, 25, 26}","['about the abruzzi theres more snow there ', 'it she said theres not really any ', 'have to work theres no work now ', 'was on duty theres a war on ', 'trust us when theres nothing going on ', 'its very hard theres no place to ', 'know she said theres no patient expected ', 'barkley here no theres no one by ', 'had a child theres no way to ', 'in the foot theres dead bone in ', 'we mustnt because theres only us two ', 'in the world theres all the rest ', 'to the station theres a hotel across ', 'all about everything theres nothing to tell ', 'be a latin theres no such thing ', 'youre empty and theres nothing else theres ', 'theres nothing else theres nothing else i ', 'to sleep tenente theres a bed in ', 'any watch tenente theres a clock on ', 'car aymo said theres room in the ', 'in the kitchen theres not much to ', 'up i said theres nobody to blow ', 'start i said theres no hurry though ', 'that dressing room theres a closet take ', 'was very pleased theres nobody here for ', 'in my bag theres plenty of room ', 'welcome catherine said theres much more if ', 'i said really theres no way to ', 'a fine square theres a place we ', 'breakfast and then theres nothing they can ', 'both blistered raw theres no hole in ', 'a fine girl theres something else i ', 'get the m.o.b theres a train a ', 'whiskey and soda theres another one coming ', 'asked the nurse theres a café down ', 'very easily now theres one she reached ', 'her to die theres just a child ']","{33, 2, 34, 4, 5, 37, 40, 41, 13, 19, 21, 23, 25}"
461,doesnt,32,"{128, 129, 256, 8, 136, 139, 12, 270, 50, 314, 315, 60, 63, 193, 194, 205, 90, 112, 114}","['than here he doesnt want to see ', 'washed and report doesnt anybody work now ', 'finish it it doesnt finish there is ', 'about if it doesnt infect and it ', 'couldnt move that doesnt matter said rinaldi ', 'very firmly that doesnt matter look how ', 'a mistake he doesnt understand very well ', 'you to it doesnt even taste like ', 'girls and it doesnt matter to me ', 'hope his color doesnt run crowell said ', 'thats nothing that doesnt do us any ', 'youre sure it doesnt worry me but ', 'wont if it doesnt worry you i ', 'intelligent he simply doesnt mention them i ', 'for if she doesnt like me aymo ', 'go away this doesnt make any difference ', 'piani said he doesnt go to church ', 'it no he doesnt what he doesnt ', 'doesnt what he doesnt see through it ', 'out the oar doesnt pop you in ', 'go doctor it doesnt go he said ', 'see but it doesnt go what do ', 'me that it doesnt work oh it ', 'work oh it doesnt work breathe deeply ', 'am oh it doesnt work any more ', 'any more it doesnt work get another ', 'said but it doesnt work any more ', 'pieces and it doesnt work oh darling ', 'oh darling it doesnt work at all ', 'the mask it doesnt work it doesnt ', 'doesnt work it doesnt work it doesnt ', 'doesnt work it doesnt work dont mind ']","{2, 3, 35, 37, 9, 10, 41, 14, 18, 20, 21, 27, 28, 29}"
462,peasants,9,"{194, 195, 73, 13, 51}","['want to see peasants let him go ', 'snow and the peasants took off their ', 'we are not peasants we are mechanics ', 'but even the peasants know better than ', 'at night the peasants all called you ', 'the houses of peasants they were always ', 'lunch because the peasants were always honored ', 'other any the peasants carts did not ', 'the night many peasants had joined the ']","{11, 9, 3, 28}"
463,let,78,"{131, 8, 272, 23, 151, 26, 29, 30, 31, 34, 36, 292, 293, 40, 297, 173, 303, 48, 49, 50, 180, 310, 184, 188, 61, 316, 323, 77, 210, 213, 88, 89, 220, 222, 226, 234, 235, 108, 236, 237, 111, 112, 116, 117, 246, 119, 249, 124, 127}","['to see peasants let him go to ', 'should not have let them hold it ', 'her hand she let me take it ', 'sharply when you let it off that ', 'ought to have let me know darling ', 'she would not let me put my ', 'hospital they wont let me the lieutenant ', 'truss on purpose let me feel it ', 'but i had let it go so ', 'federico i said let the best man ', 'dry and i let my shoulders back ', 'you should not let us talk this ', 'that to everybody let everybody defend his ', 'defend his home let them keep their ', 'we understand you let us talk listen ', 'lay still and let the pain ride ', 'raise a beard let him why dont ', 'maybe you wouldnt let me have it ', 'the enemy i let it go at ', 'thing he asked let me see the ', 'but she wont let me the others ', 'are glad to let her have it ', 'better if you let her stay off ', 'me if we let our hands touch ', 'waiter and we let him order the ', 'want to but let me bring a ', 'they would not let us go out ', 'he would have let them come down ', 'scala they wouldnt let you get by ', 'at home they let him out to ', 'at the gate let us in without ', 'its nice dont let me spoil your ', 'look happy she let her cape fall ', 'baby he said let me see your ', 'do good-night dont let rinaldi drink so ', 'around verona they let them come down ', 'if those bastards let them through we ', 'lay down and let sleep take me ', 'bonello came up let me go finish ', 'emergency dressing then let it alone the ', 'gave any orders let alone germans still ', 'you that have let the barbarians onto ', 'both hands and let it take me ', 'looking forward i let go of the ', 'here do not let other people take ', 'was serious then let me tell you ', 'said you will let me know anything ', 'the italians wouldnt let you out of ', 'for me to let you have them ', 'go down and let my cab go ', 'are i wont let you go out ', 'the stern and let out the line ', 'in my bag let me pay you ', 'to bail with let me pay you ', 'struck the blades let me row awhile ', 'dont think they let the italians cross ', 'american and british let me see your ', 'know i said let me see your ', 'why dont you let your hair grow ', 'enough now no let it grow a ', 'dark i wouldnt let you cut yours ', 'my beard or let it go on ', 'no we wont let her how are ', 'in the whiskey let them bring the ', 'the doctor to let me do something ', 'should i wont let you give it ', 'die i wont let myself die of ', 'would not dont let her die oh ', 'god please dont let her die ill ', 'if you wont let her die please ', 'dear god dont let her die dear ', 'dear god dont let her die please ', 'please please dont let her die god ', 'if you dont let her die you ', 'baby but dont let her die that ', 'right but dont let her die please ', 'dear god dont let her die the ', 'she said i let go of her ']","{2, 5, 6, 7, 9, 12, 13, 14, 17, 18, 19, 20, 23, 25, 26, 27, 30, 31, 32, 33, 34, 37, 38, 39, 40, 41}"
464,centres,1,{8},['him go to centres of culture and '],{2}
465,culture,1,{8},['to centres of culture and civilization he '],{2}
466,civilization,1,set(),['of culture and civilization he should have '],set()
467,give,55,"{257, 134, 263, 8, 268, 144, 276, 291, 36, 166, 171, 300, 52, 181, 309, 310, 311, 312, 315, 316, 189, 317, 64, 192, 203, 82, 234, 108, 237, 118, 251, 126, 255}","['girls i will give you the addresses ', 'was created to give napoleon victories any ', 'what you can give me the major ', 'medal they dont give them like that ', 'holding their caps give them five lire ', 'pocket you may give them to the ', 'it you might give her just a ', 'i said you give my love to ', 'but disliked to give tips because it ', 'for a pleasure give them to your ', 'the rucksack ill give them to the ', 'cant drink it give it to me ', 'bread i dont give a damn rinaldi ', 'else yes they give the battalions in ', 'ive got plenty give me the bottle ', 'bonello said hell give anybody a ride ', 'is he said give me the canteens ', 'much will you give me to go ', 'them i said give me two hundred ', 'papers i can give you papers what ', 'buy clothes ill give you all the ', 'he said ill give you the key ', 'handicap will you give me have you ', 'right i will give you eighteen points ', 'have and to give birthday parties he ', 'you do not give birthday parties we ', 'those all right give me fifty lire ', 'be afraid to give it to your ', 'seat would you give me the bailer ', 'after the brandy give me a drink ', 'said could you give me the name ', 'hopes they will give you a visa ', 'idea it will give me something to ', 'not have to give me any notice ', 'you good luck give me another glass ', 'hand i will give you a gown ', 'is easy to give gas for the ', 'couldnt my husband give me the gas ', 'there it comes give it to me ', 'can have choucroute give me choucroute and ', 'say it then give it to me ', 'it to me give it to me ', 'there it comes give it to me ', 'will go and give the instructions i ', 'to pieces please give me that it ', 'time cant they give me something if ', 'they could only give me something ill ', 'all the way give it to me ', 'wont let you give it to me ', 'to me quick give it to me ', 'to me there give it to me ', 'it to me give me some more ', 'theyve got to give me something catherine ', 'theyve got to give me something oh ', 'oh please doctor give me enough to ']","{2, 7, 9, 10, 13, 17, 19, 21, 22, 25, 27, 29, 32, 33, 34, 35, 36, 37, 38, 40, 41}"
468,addresses,1,{8},['give you the addresses of places in '],{2}
469,places,10,"{8, 304, 83, 182, 24, 157}","['the addresses of places in naples beautiful ', 'the small broken places and smelled the ', 'none of the places meant anything to ', 'were not enough places in the train ', 'there were no places maybe some will ', 'the names of places had dignity certain ', 'names of the places were all you ', 'there were many places book four i ', 'at the broken places but those that ', 'found two good places where we could ']","{2, 5, 39, 13, 24, 27}"
470,beautiful,35,"{133, 249, 8, 73, 11, 12, 76, 206, 239, 302, 113, 19, 22, 23, 25, 26, 221, 94}","['places in naples beautiful young girls accompanied ', 'you have any beautiful adventures yes where ', 'now we have beautiful girls new girls ', 'town we have beautiful english girls i ', 'be fresh and beautiful for miss barkley ', 'she was very beautiful she was carrying ', 'her you have beautiful hair i said ', 'but its very beautiful are they going ', 'learning it its beautiful language somebody said ', 'even for the beautiful language no nor ', 'nor for the beautiful uniforms good evening ', 'very large and beautiful and there were ', 'about what a beautiful place we live ', 'she was very beautiful and i took ', 'are so very beautiful i looked at ', 'was the most beautiful in italy but ', 'rome is a beautiful city said the ', 'said to the beautiful nurses not the ', 'young and very beautiful i thought i ', 'any one so beautiful hello i said ', 'she was more beautiful than cleopatra did ', 'it is very beautiful he said you ', 'she had wonderfully beautiful hair and i ', 'leather they were beautiful boots he said ', 'the girls theyre beautiful he said how ', 'not be so beautiful the old man ', 'bridge what a beautiful bridge aymo said ', 'questioners had that beautiful detachment and devotion ', 'it would be beautiful with the sunlight ', 'ive caught some beautiful pieces trolling this ', 'you catch some beautiful pieces did you ', 'and mustache and beautiful manners he had ', 'climate delightful and beautiful you will have ', 'youre not youre beautiful and youre sweet ', 'not youre more beautiful all the time ']","{33, 2, 3, 4, 5, 34, 39, 11, 12, 15, 18, 21, 29, 30}"
471,accompanied,1,{8},['beautiful young girls accompanied by their mothers '],{2}
472,mothers,1,set(),['accompanied by their mothers ha ha ha '],set()
473,ha,4,set(),"['by their mothers ha ha ha the ', 'their mothers ha ha ha the captain ', 'mothers ha ha ha the captain spread ', 'was undressing ah ha he said it ']",set()
474,spread,8,"{97, 8, 44, 16, 17, 272, 23}","['ha the captain spread his hand open ', 'the captain he spread the hand again ', 'open and parts spread on the work ', 'narrow gorge and spread up the hillside ', 'had crossed and spread out a little ', 'sometimes the water spread like a sheen ', 'months the doctor spread his delicate fingers ', 'and nets were spread on racks there ']","{2, 4, 5, 37, 8, 15}"
475,open,48,"{259, 261, 262, 11, 16, 276, 27, 285, 163, 36, 38, 304, 308, 183, 316, 69, 80, 83, 212, 85, 91, 95, 96, 226, 100, 101, 232, 239, 112, 113, 127}","['spread his hand open the thumb up ', 'the door was open there was a ', 'desk the window open and the sunlight ', 'the window was open my bed was ', 'with the engine open and parts spread ', 'and tried to open her lips they ', 'front of the open window in two ', 'the boy would open the door and ', 'the door and open it and go ', 'and the window open and the swallows ', 'door is swung open and a roar ', 'saw the blanket open the light came ', 'the orderly said open the bottle bring ', 'english papers please open them he was ', 'market-place and an open wine shop with ', 'heard the door open and looked and ', 'looked out the open doors onto the ', 'the door was open into the hall ', 'could not conscientiously open a knee like ', 'be safe to open up the knee ', 'room through the open door that led ', 'looked out the open doorway what well ', 'got into an open carriage outside the ', 'came in the open door and it ', 'left the door open who else did ', 'siro in an open carriage it was ', 'the door was open i went in ', 'get up and open it i saw ', 'corner into the open and went into ', 'have a canteen open i asked piani ', 'the house was open and i went ', 'on the big open hearth the pots ', 'saw a low open car of the ', 'wine shop was open and i went ', 'what hotels were open the grand-hotel des ', 'isles borromées was open and several small ', 'hotels that stayed open all the year ', 'keep the hotel open have you been ', 'for the barman open one bottle please ', 'coming in the open window some one ', 'looked out the open window at the ', 'held the door open and we went ', 'wengen it is open all the time ', 'the shops were open and the people ', 'came through the open window and occasionally ', 'it should be open now outside it ', 'room was partly open i could see ', 'up then an open door and out ']","{0, 3, 4, 5, 7, 11, 13, 14, 15, 16, 18, 20, 25, 27, 30, 31, 32, 33, 35, 37, 39, 40, 41}"
476,thumb,7,"{8, 9, 122, 53}","['hand open the thumb up and fingers ', 'pointed to the thumb and come back ', 'with the upright thumb and named in ', 'their order the thumb and four fingers ', 'fingers soto-tenente the thumb tenente first finger ', 'waited i put thumb and fingers into ', 'collar with his thumb and forefinger see ']","{9, 2, 19}"
477,fingers,10,"{97, 227, 8, 17, 113, 53}","['thumb up and fingers outspread as when ', 'thumb and four fingers soto-tenente the thumb ', 'touched them first fingers extended the grappa ', 'put thumb and fingers into the macaroni ', 'spread his delicate fingers on the cap ', 'it with her fingers it was sensitive ', 'tips of my fingers and say smooth ', 'gently with his fingers is that all ', 'feeling with my fingers i washed away ', 'glass with his fingers i had expected ']","{2, 4, 9, 15, 18, 31}"
478,outspread,1,{8},['up and fingers outspread as when you '],{2}
479,make,76,"{130, 8, 136, 137, 12, 13, 144, 17, 273, 147, 275, 278, 23, 24, 154, 27, 28, 283, 287, 34, 35, 292, 165, 296, 170, 302, 50, 51, 55, 312, 315, 316, 62, 65, 194, 323, 71, 77, 205, 210, 215, 216, 217, 221, 98, 103, 106, 108, 114, 115, 242, 122, 124, 125}","['as when you make shadow pictures there ', 'smiled i must make on miss barkley ', 'the wall to make it stop nights ', 'please come and make me a good ', 'the austrians could make a shambles out ', 'as i could make out the last ', 'me so you make progress with miss ', 'i tried to make out whether they ', 'afraid it will make it bigger its ', 'go back theyll make me get operated ', 'they come and make you be a ', 'outside nation cant make you be a ', 'war also they make money out of ', 'to try and make a tourniquet because ', 'a stick to make a brush that ', 'no one to make fun of no ', 'wounded you can make fun of the ', 'people who would make war in this ', 'who would not make war but the ', 'the first ones make them do it ', 'who would not make war can they ', 'we drink and make noise and disturb ', 'fine boy ill make you better than ', 'that she will make you a fine ', 'and valentini will make you a fine ', 'it did not make any difference who ', 'like that could make you crazy it ', 'if you would make her id respect ', 'for it ill make her i dont ', 'im you dont make up a separate ', 'you dont i make you a good ', 'you had to make an honest woman ', 'mac too id make you my orderly ', 'the rain wont make any difference no ', 'tell me dont make me tell me ', 'hundred lire to make twenty he said ', 'im afraid ill make you unhappy or ', 'but it didnt make any difference im ', 'try and not make trouble for you ', 'doctor when i make my report she ', 'you will not make a mistake with ', 'know you can make it time if ', 'hurt any ill make them very confusing ', 'confusing ill just make them a little ', 'why did we make it anyway well ', 'italian liver and make you a man ', 'i try to make the mess like ', 'i want to make federico happy to ', 'we went inside make a fire in ', 'away this doesnt make any difference between ', 'come tenente well make you a socialist ', 'anarchist aymo said make him go first ', 'said we would make for the side-road ', 'it did not make me feel good ', 'on they would make bad trouble for ', 'might try and make trouble theyve shot ', 'them i wont make a report that ', 'report that will make trouble for his ', 'rifles they cant make them fight in ', 'not allowed to make an explanation he ', 'be questioned or make a break now ', 'said she cant make me not hate ', 'then i can make you some toast ', 'you see ill make you a fine ', 'is outside you make no mistake in ', 'it did not make a shadow when ', 'furnishings dont i make you a good ', 'so i could make fun of them ', 'where it wouldnt make any difference we ', 'to try and make this room look ', 'and i will make an examination he ', 'baby and not make trouble and now ', 'please darling please make it stop there ', 'me something ill make it work ill ', 'the wall to make room then up ', 'die god please make her not die ']","{2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 28, 29, 30, 33, 37, 38, 39, 41}"
480,shadow,7,"{8, 146, 248, 156, 157}","['when you make shadow pictures there was ', 'there was a shadow from his hand ', 'girl in the shadow of one of ', 'was in the shadow from the hood ', 'thin under the shadow of his cap-visor ', 'pools under the shadow of the rocks ', 'not make a shadow when the sun ']","{24, 2, 34, 23}"
481,pictures,1,set(),['you make shadow pictures there was a '],set()
482,pointed,12,"{192, 129, 193, 288, 8, 203, 208, 219, 157, 95}","['like this he pointed to the thumb ', 'see doctor he pointed to one of ', 'his programme and pointed to the number ', 'the street catherine pointed in toward the ', 'i asked and pointed at the other ', 'good man he pointed at himself good ', 'good man he pointed at me dont ', 'virgin too he pointed to the sister ', 'main highway i pointed down it to ', 'aymo said and pointed toward the road ', 'me then one pointed at me and ', 'the clock hands pointed to ten minutes ']","{2, 37, 15, 20, 24, 27, 29, 30}"
483,touched,11,"{193, 165, 8, 40, 108, 17, 241, 23, 55, 122}","['like this he touched the little finger ', 'glasses and we touched them first fingers ', 'standing to be touched off to call ', 'vicenza had never touched a drop all ', 'turned around and touched him it was ', 'and when i touched him he screamed ', 'your head she touched the top of ', 'kill me he touched the stars at ', 'the glass we touched glasses and drank ', 'away when i touched her the sister ', 'at me and touched me with her ']","{33, 2, 4, 5, 7, 9, 17, 19, 25, 27}"
484,finger,13,"{256, 321, 163, 291, 323, 9, 113}","['touched the little finger every one laughed ', 'thumb tenente first finger capitano next finger ', 'finger capitano next finger maggiore next to ', 'to the little finger and tenente-colonello the ', 'tenente-colonello the little finger you go away ', 'great success with finger games he looked ', 'long as your finger they were to ', 'chin with her finger and say smooth ', 'he ran his finger along the scar ', 'break off a finger as one breaks ', 'she ran her finger over it darling ', 'nurse put her finger to her lips ', 'motioned with her finger for me to ']","{2, 35, 38, 41, 18, 25}"
485,shadows,2,"{8, 293}","['candle-light made its shadows on the wall ', 'window and made shadows on the bed ']","{2, 38}"
486,started,79,"{134, 8, 270, 144, 20, 148, 276, 279, 24, 282, 157, 29, 289, 40, 41, 299, 301, 47, 304, 306, 307, 180, 54, 183, 60, 61, 316, 191, 322, 195, 323, 199, 200, 201, 202, 203, 207, 210, 211, 212, 217, 224, 225, 239, 113, 116, 124}","['the wall he started with the upright ', 'hair and we started wait a minute ', 'of fifteen i started when he did ', 'when the offensive started as far as ', 'road where it started to level out ', 'good when they started to peel and ', 'and the major started us with red ', 'baby nothing i started down the driveway ', 'ambulance and we started the saint anthony ', 'when the bombardment started and some troops ', 'before the bombardment started they were silent ', 'us the bombardment started savoia said the ', 'a roar that started white and went ', 'the pain hasnt started yet bring him ', 'spoken about had started and all that ', 'in then we started i lay still ', 'out alone he started the car the ', 'above lessened and started to drip again ', 'a jerk and started book two we ', 'if we merely started on the formalities ', 'cane then i started treatments at the ', 'little while it started to drizzle and ', 'the convalescent leave started october fourth when ', 'she said she started for the door ', 'the street and started to walk up ', 'terrible when we started we always feel ', 'and the horse started the waiter turned ', 'and the carriage started catherine leaned out ', 'corner then i started through the station ', 'when the train started i watched the ', 'the rains have started we will have ', 'the rains had started the austrians were ', 'when something really started every one had ', 'matting the rain started again the wind ', 'down the bombardment started to the south ', 'night the retreat started we heard that ', 'said the truck started the girl with ', 'kitchen before we started aymo had a ', 'was stopped it started again and we ', 'piani and we started moving a few ', 'piani said theyve started again i was ', 'filtering through we started to move again ', 'was smoking we started off down the ', 'wheels then they started off down the ', 'they turned and started down the road ', 'and they both started to run i ', 'were ready aymo started the car and ', 'the seat and started the car the ', 'piani and we started we were going ', 'the field and started on foot for ', 'money tightly and started down the road ', 'i said and started across the bridge ', 'the plain i started down the embankment ', 'town we all started down the embankment ', 'i shouted i started up the embankment ', 'was because we started across the field ', 'go ahead i started toward the farmhouse ', 'him and we started that was a ', 'we did they started earlier i wonder ', 'got up and started along the bank ', 'the rain i started up the bank ', 'the year i started in the rain ', 'their loneliness has started but with catherine ', 'before daylight it started to drizzle the ', 'the bags we started into the village ', 'off the carriage started and we drove ', 'the windows and started a fire in ', 'said it had started about midnight i ', 'the night it started raining it rained ', 'german offensive had started in france i ', 'pieces if you started after him but ', 'soon as i started boxing but catherine ', 'so glad its started she said now ', 'the driveway and started up the hill ', 'ones when they started to fall off ', 'anaesthetics once it started they were in ', 'stretcher and we started down the hall ', 'my hat and started out the door ', 'the bed and started to cry poor ']","{2, 4, 5, 6, 7, 9, 18, 19, 21, 22, 23, 24, 26, 27, 28, 29, 30, 33, 37, 38, 39, 40, 41}"
487,upright,1,{9},['started with the upright thumb and named '],{2}
488,named,5,"{130, 9, 16, 118, 127}","['upright thumb and named in their order ', 'to the hospitals named on their papers ', 'the singers was named ralph simmons and ', 'a black gelding named japalac the race ', 'backed a horse named light for me ']","{2, 19, 4, 20}"
489,four,24,"{161, 130, 255, 287, 102, 231, 9, 42, 271, 48, 208, 54, 56, 220, 253, 127}","['the thumb and four fingers soto-tenente the ', 'in the car four for 105 two ', 'were to take four cars there nobody ', 'dugout with the four drivers we sat ', 'one of the four come with me ', 'shook the earth four hundred twenty or ', 'there arent any four hundred twenties in ', 'others there were four drivers passini was ', 'away they have four nurses now perhaps ', 'the time we four drove out to ', 'didnt those last four boys were awful ', 'the mountains and four still on the ', 'take over the four cars on the ', 'were two then four in line then ', 'group there were four officers standing together ', 'guarded by carabinieri four other carabinieri stood ', 'many places book four i dropped off ', 'was a quarter-past four oclock out loud ', 'i was only four ahead at fifty ', 'us there were four guardia di finanza ', 'gentleman three take four darling four eggs ', 'take four darling four eggs the woman ', 'wed been married four years you see ', 'three and then four i wished the ']","{32, 2, 35, 37, 8, 9, 16, 20, 24, 29, 30}"
490,soto-tenente,2,set(),"['and four fingers soto-tenente the thumb tenente ', 'you go away soto-tenente you come back ']",set()
491,tenente,77,"{192, 9}","['soto-tenente the thumb tenente first finger capitano ', 'mechanics no signor tenente it is protected ', 'mechanic no signor tenente where is the ', 'said a rivederci tenente a rivederla i ', 'i stay here tenente no i havent ', 'were you there tenente when they wouldnt ', 'talk this way tenente evviva lesercito passini ', 'is not bad tenente passini said we ', 'even for the tenente he likes it ', 'we eat yet tenente gavuzzi asked i ', 'i can do tenente can i help ', 'they scare you tenente youre damned right ', 'in to eat tenente no i said ', 'lift it high tenente i lifted it ', 'how are you tenente where is gordini ', 'to my neck tenente are you badly ', 'me im sorry tenente said manera hang ', 'i am sorry tenente manera said we ', 'ive seen your tenente we will take ', 'look after you tenente gordini said how ', 'is the american tenente he said in ', 'take the american tenente one of the ', 'for your head tenente i hope you ', 'the corkscrew signor tenente the orderly said ', 'we cant signor tenente there isnt room ', 'doctor capitano varini tenente enry and they ', 'margaux for the tenente ill try it ', 'thats all right tenente he said i ', 'how about you tenente the girls went ', 'sleep yes signor tenente the villa was ', 'going to do tenente well change the ', 'you do that tenente aymo said it ', 'sleep too long tenente bonello said i ', 'go to sleep tenente theres a bed ', 'when we go tenente now it wouldnt ', 'havent any watch tenente theres a clock ', 'you eaten enough tenente aymo asked ive ', 'sleepily thats treason tenente bonello said isnt ', 'to ride with tenente bonello asked with ', 'they retreat to tenente beyond the tagliamento ', 'talk to them tenente he said i ', 'said tell the tenente your name and ', 'do you feel tenente fine how are ', 'hows your leg tenente fine i said ', 'what about breakfast tenente bonello asked we ', 'me shoot him tenente weve got to ', 'its any use tenente you cant get ', 'do you say tenente bonello asked well ', 'in that direction tenente bonello asked theyre ', 'shot that sergeant tenente piani said we ', 'i asked no tenente were socialists we ', 'a fine place tenente you come there ', 'socialists you come tenente well make you ', 'you cross first tenente listen to the ', 'thats pretty good tenente aymo said thats ', 'cut off then tenente i dont know ', 'dont feel funny tenente you havent got ', 'you tell us tenente bonello said i ', 'you tell us tenente bonello said i ', 'killed up there tenente bonello said they ', 'whos dead next tenente where do we ', 'reason it out tenente bonello said where ', 'he went away tenente he said he ', 'the war anyway tenente why didnt you ', 'i dont know tenente he went away ', 'do you feel tenente piani asked we ', 'do about him tenente i dont know ', 'home come on tenente piani said he ', 'get past them tenente whos a tenente ', 'tenente whos a tenente a basso gli ', 'are you married tenente no neither is ', 'here i am tenente he was a ', 'how are you tenente how are you ', 'for you signor tenente his wife asked ', 'speak to you tenente whats the matter ', 'no you are tenente yes they are ', 'right good luck tenente good luck we ']","{2, 27}"
